"location","iso_code","continent","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","daily_vaccinations_per_million"
"Malta","MLT","Europe",2021-02-06,37586,28837,8749,1910,1534,8.51,6.53,1.98,3474
"Mexico","MEX","Americas",2021-02-06,710198,637098,73100,9882,5699,0.55,0.49,0.06,44
"Norway","NOR","Europe",2021-02-06,224612,177991,46621,1546,13617,4.14,3.28,0.86,2512
"Poland","POL","Europe",2021-02-06,1641158,1200793,440365,23394,69175,4.34,3.17,1.16,1828
"Portugal","PRT","Europe",2021-02-06,394088,290302,103786,14710,9122,3.86,2.85,1.02,895
"Romania","ROU","Europe",2021-02-06,840812,647691,193121,19260,24059,4.37,3.37,1,1251
"Slovakia","SVK","Europe",2021-02-06,217187,186055,31132,2784,9750,3.98,3.41,0.57,1786
"Slovenia","SVN","Europe",2021-02-06,100865,56020,44845,601,2800,4.85,2.69,2.16,1347
"United Kingdom","GBR","Europe",2021-02-06,12526737,12015018,511719,551470,436908,18.45,17.7,0.75,6436
"United States","USA","Americas",2021-02-06,39037964,30250964,8317180,2218752,1351437,11.67,9.05,2.49,4041
"Austria","AUT","Europe",2021-02-05,336692,249571,87121,20799,12176,3.74,2.77,0.97,1352
"Belgium","BEL","Europe",2021-02-05,461957,352319,109638,30456,18805,3.99,3.04,0.95,1623
"Bulgaria","BGR","Europe",2021-02-05,56860,39468,17392,2835,2294,0.82,0.57,0.25,330
"Canada","CAN","Americas",2021-02-05,1042901,887398,155503,22835,15100,2.76,2.35,0.41,400
"Chile","CHL","Americas",2021-02-05,596461,583272,13189,169346,75576,3.12,3.05,0.07,3954
"Czechia","CZE","Europe",2021-02-05,353903,261808,92095,16012,11253,3.3,2.44,0.86,1051
"Denmark","DNK","Europe",2021-02-05,322177,192175,130002,15022,10911,5.56,3.32,2.24,1884
"Estonia","EST","Europe",2021-02-05,49798,33927,15871,3604,2254,3.75,2.56,1.2,1699
"Finland","FIN","Europe",2021-02-05,207303,164636,42667,13386,7930,3.74,2.97,0.77,1431
"France","FRA","Europe",2021-02-05,2077037,1843763,233274,114911,83199,3.05,2.71,0.34,1221
"Germany","DEU","Europe",2021-02-05,3216142,2254613,961529,142667,118053,3.84,2.69,1.15,1409
"Gibraltar","GIB","Europe",2021-02-05,18274,13398,4876,1085,773,54.24,39.77,14.47,22944
"Greece","GRC","Europe",2021-02-05,380136,306441,73695,20413,18110,3.65,2.94,0.71,1737
"Hungary","HUN","Europe",2021-02-05,381062,279410,101652,23759,19025,3.94,2.89,1.05,1969
"Indonesia","IDN","Asia",2021-02-05,865609,744884,120725,68790,64187,0.32,0.27,0.04,235
"Isle of Man","IMN","Europe",2021-02-05,10224,8041,2183,11,481,12.02,9.46,2.57,5657
"Israel","ISR","Asia",2021-02-05,5470787,3418360,2052427,62403,104489,63.21,39.49,23.71,12072
"Italy","ITA","Europe",2021-02-05,2497055,1422772,1074283,106470,90672,4.13,2.35,1.78,1500
"Latvia","LVA","Europe",2021-02-05,31580,17827,13753,1667,1204,1.67,0.95,0.73,638
"Lithuania","LTU","Europe",2021-02-05,124863,78978,45885,7249,4465,4.59,2.9,1.69,1640
"Malta","MLT","Europe",2021-02-05,35676,28082,7594,2199,1408,8.08,6.36,1.72,3189
"Mexico","MEX","Americas",2021-02-05,700316,636070,64246,5228,5443,0.54,0.49,0.05,42
"Norway","NOR","Europe",2021-02-05,223066,177182,45884,15495,13442,4.11,3.27,0.85,2480
"Poland","POL","Europe",2021-02-05,1617764,1193034,424730,51160,68098,4.27,3.15,1.12,1799
"Portugal","PRT","Europe",2021-02-05,379378,284462,94916,15167,9092,3.72,2.79,0.93,892
"Romania","ROU","Europe",2021-02-05,821552,638887,182665,26757,24936,4.27,3.32,0.95,1296
"Slovakia","SVK","Europe",2021-02-05,214403,183967,30436,15045,9552,3.93,3.37,0.56,1750
"Slovenia","SVN","Europe",2021-02-05,100264,55991,44273,5644,2731,4.82,2.69,2.13,1314
"United Kingdom","GBR","Europe",2021-02-05,11975267,11465210,510057,498227,445128,17.64,16.89,0.75,6557
"United States","USA","Americas",2021-02-05,36819212,28909497,7503864,1615502,1276364,11.01,8.64,2.24,3816
"Argentina","ARG","Americas",2021-02-04,444018,297717,146301,47456,16574,0.98,0.66,0.32,367
"Austria","AUT","Europe",2021-02-04,315893,245505,70388,20038,11336,3.51,2.73,0.78,1259
"Belgium","BEL","Europe",2021-02-04,431501,344414,87087,33719,17443,3.72,2.97,0.75,1505
"Bulgaria","BGR","Europe",2021-02-04,54025,36929,17096,3901,2341,0.78,0.53,0.25,337
"Canada","CAN","Americas",2021-02-04,1020066,877629,142437,18598,14863,2.7,2.33,0.38,394
"Chile","CHL","Americas",2021-02-04,427115,414596,12519,176151,51385,2.23,2.17,0.07,2688
"Croatia","HRV","Europe",2021-02-04,95505,59593,35912,7576,2573,2.33,1.45,0.87,627
"Czechia","CZE","Europe",2021-02-04,337891,256386,81505,17755,10959,3.16,2.39,0.76,1023
"Denmark","DNK","Europe",2021-02-04,307155,190586,116569,12324,11533,5.3,3.29,2.01,1991
"Estonia","EST","Europe",2021-02-04,46194,31864,14330,3194,2081,3.48,2.4,1.08,1569
"Finland","FIN","Europe",2021-02-04,193917,159624,34293,20545,7942,3.5,2.88,0.62,1433
"France","FRA","Europe",2021-02-04,1962126,1772602,189524,136144,80749,2.88,2.6,0.28,1185
"Germany","DEU","Europe",2021-02-04,3073475,2188285,885190,130904,113165,3.67,2.61,1.06,1351
"Gibraltar","GIB","Europe",2021-02-04,17189,13246,3943,1012,694,51.02,39.32,11.7,20599
"Greece","GRC","Europe",2021-02-04,359723,291259,68464,21601,17920,3.45,2.79,0.66,1719
"Hungary","HUN","Europe",2021-02-04,357303,264530,92773,23173,20613,3.7,2.74,0.96,2134
"Indonesia","IDN","Asia",2021-02-04,796819,700266,96553,79172,60433,0.29,0.26,0.04,221
"Isle of Man","IMN","Europe",2021-02-04,10213,8030,2183,650,562,12.01,9.44,2.57,6609
"Israel","ISR","Asia",2021-02-04,5408384,3384596,2023788,130244,110016,62.48,39.1,23.38,12710
"Italy","ITA","Europe",2021-02-04,2390585,1404965,985620,106732,89371,3.95,2.32,1.63,1478
"Latvia","LVA","Europe",2021-02-04,29913,17666,12247,1503,1104,1.59,0.94,0.65,585
"Lithuania","LTU","Europe",2021-02-04,117614,78025,39589,9835,4580,4.32,2.87,1.45,1682
"Luxembourg","LUX","Europe",2021-02-04,16419,13256,3163,1012,721,2.62,2.12,0.51,1152
"Malta","MLT","Europe",2021-02-04,33477,27020,6457,1844,1257,7.58,6.12,1.46,2847
"Mexico","MEX","Americas",2021-02-04,695088,634346,60742,8487,5321,0.54,0.49,0.05,41
"Norway","NOR","Europe",2021-02-04,207571,166553,41018,34649,12075,3.83,3.07,0.76,2227
"Poland","POL","Europe",2021-02-04,1566604,1171229,395375,105026,67081,4.14,3.09,1.04,1772
"Portugal","PRT","Europe",2021-02-04,364211,279236,84975,13266,9744,3.57,2.74,0.83,956
"Romania","ROU","Europe",2021-02-04,794795,629280,165515,22593,26486,4.13,3.27,0.86,1377
"Slovakia","SVK","Europe",2021-02-04,199358,175587,23771,14421,9088,3.65,3.22,0.44,1665
"Slovenia","SVN","Europe",2021-02-04,94620,55568,39052,7388,2577,4.55,2.67,1.88,1240
"Spain","ESP","Europe",2021-02-04,1988160,1305251,682909,122818,73424,4.25,2.79,1.46,1570
"United Kingdom","GBR","Europe",2021-02-04,11477040,10971047,505993,484596,443943,16.91,16.16,0.75,6540
"United States","USA","Americas",2021-02-04,35203710,27905197,6926050,1325456,1287147,10.53,8.34,2.07,3849
"Austria","AUT","Europe",2021-02-03,295855,242537,53318,17714,9874,3.28,2.69,0.59,1096
"Belgium","BEL","Europe",2021-02-03,397782,334533,63249,30561,15909,3.43,2.89,0.55,1373
"Bulgaria","BGR","Europe",2021-02-03,50124,33691,16433,4207,2458,0.72,0.48,0.24,354
"Canada","CAN","Americas",2021-02-03,1001468,871335,130133,13266,15735,2.65,2.31,0.34,417
"Chile","CHL","Americas",2021-02-03,250964,240553,10411,170341,26220,1.31,1.26,0.05,1372
"Czechia","CZE","Europe",2021-02-03,320136,251523,68613,15318,10295,2.99,2.35,0.64,961
"Denmark","DNK","Europe",2021-02-03,294831,189160,105671,7725,10964,5.09,3.27,1.82,1893
"Estonia","EST","Europe",2021-02-03,43000,30158,12842,2783,1915,3.24,2.27,0.97,1444
"Finland","FIN","Europe",2021-02-03,173372,149951,23421,9399,6637,3.13,2.71,0.42,1198
"France","FRA","Europe",2021-02-03,1825982,1687026,138956,108597,78753,2.68,2.48,0.2,1156
"Germany","DEU","Europe",2021-02-03,2942571,2127483,815088,157629,107501,3.51,2.54,0.97,1283
"Gibraltar","GIB","Europe",2021-02-03,16177,13166,3011,786,653,48.02,39.08,8.94,19382
"Greece","GRC","Europe",2021-02-03,338122,276103,62019,22494,17440,3.24,2.65,0.6,1673
"Hungary","HUN","Europe",2021-02-03,334130,249687,84452,11824,20946,3.46,2.58,0.87,2168
"Indonesia","IDN","Asia",2021-02-03,717647,646026,71621,69388,58521,0.26,0.24,0.03,214
"Isle of Man","IMN","Europe",2021-02-03,9563,7387,2176,1261,568,11.25,8.69,2.56,6680
"Israel","ISR","Asia",2021-02-03,5278140,3312233,1965907,111273,121355,60.98,38.27,22.71,14020
"Italy","ITA","Europe",2021-02-03,2283853,1391686,892167,99226,87435,3.78,2.3,1.48,1446
"Latvia","LVA","Europe",2021-02-03,28410,17526,10884,1622,1000,1.51,0.93,0.58,530
"Lithuania","LTU","Europe",2021-02-03,107779,76494,31285,6789,4185,3.96,2.81,1.15,1537
"Luxembourg","LUX","Europe",2021-02-03,15407,12597,2810,1155,708,2.46,2.01,0.45,1131
"Malta","MLT","Europe",2021-02-03,31633,26223,5410,1381,1160,7.16,5.94,1.23,2627
"Mexico","MEX","Americas",2021-02-03,686601,632439,54162,9062,4365,0.53,0.49,0.04,34
"Norway","NOR","Europe",2021-02-03,172922,140571,32351,33478,9621,3.19,2.59,0.6,1775
"Poland","POL","Europe",2021-02-03,1461578,1117146,344432,119143,64761,3.86,2.95,0.91,1711
"Portugal","PRT","Europe",2021-02-03,350945,275093,75852,8826,10362,3.44,2.7,0.74,1016
"Romania","ROU","Europe",2021-02-03,772202,620177,152025,23470,28785,4.01,3.22,0.79,1496
"Seychelles","SYC","Africa",2021-02-03,37092,37087,5,808,1644,37.72,37.71,0.01,16718
"Slovakia","SVK","Europe",2021-02-03,184937,166717,18220,11705,8438,3.39,3.05,0.33,1546
"Slovenia","SVN","Europe",2021-02-03,87232,54908,32324,4800,2393,4.2,2.64,1.55,1151
"Spain","ESP","Europe",2021-02-03,1865342,1279220,586122,100564,67103,3.99,2.74,1.25,1435
"United Kingdom","GBR","Europe",2021-02-03,10992444,10490487,501957,472011,434171,16.19,15.45,0.74,6396
"United States","USA","Americas",2021-02-03,33878254,27154956,6436931,1097394,1317946,10.13,8.12,1.92,3941
"Austria","AUT","Europe",2021-02-02,278141,239335,38806,17043,8484,3.09,2.66,0.43,942
"Belgium","BEL","Europe",2021-02-02,367221,324489,42732,23853,13894,3.17,2.8,0.37,1199
"Bulgaria","BGR","Europe",2021-02-02,45917,30817,15100,3283,2399,0.66,0.44,0.22,345
"Canada","CAN","Americas",2021-02-02,988202,867115,121087,12710,17107,2.62,2.3,0.32,453
"Chile","CHL","Americas",2021-02-02,80623,70212,10411,13195,1891,0.42,0.37,0.05,99
"Czechia","CZE","Europe",2021-02-02,304818,247143,57675,14262,10028,2.85,2.31,0.54,936
"Denmark","DNK","Europe",2021-02-02,287106,187615,99491,5056,10513,4.96,3.24,1.72,1815
"Estonia","EST","Europe",2021-02-02,40217,28907,11310,1623,1862,3.03,2.18,0.85,1404
"Finland","FIN","Europe",2021-02-02,163973,145770,18203,213,6709,2.96,2.63,0.33,1211
"France","FRA","Europe",2021-02-02,1717385,1615088,102297,108313,78017,2.52,2.37,0.15,1145
"Germany","DEU","Europe",2021-02-02,2784942,2063810,721132,130296,100826,3.32,2.46,0.86,1203
"Gibraltar","GIB","Europe",2021-02-02,15391,13071,2320,1092,617,45.68,38.8,6.89,18313
"Greece","GRC","Europe",2021-02-02,315628,261543,54085,21811,16839,3.03,2.51,0.52,1616
"Hungary","HUN","Europe",2021-02-02,322306,247270,75036,10644,21690,3.34,2.56,0.78,2245
"Indonesia","IDN","Asia",2021-02-02,648259,596260,51999,73321,57511,0.24,0.22,0.02,210
"Israel","ISR","Asia",2021-02-02,5166867,3252194,1914673,100722,134362,59.69,37.57,22.12,15523
"Italy","ITA","Europe",2021-02-02,2184627,1382512,802115,87666,83330,3.61,2.29,1.33,1378
"Latvia","LVA","Europe",2021-02-02,26788,17283,9505,1809,885,1.42,0.92,0.5,469
"Lithuania","LTU","Europe",2021-02-02,100990,74865,26125,3863,4199,3.71,2.75,0.96,1542
"Luxembourg","LUX","Europe",2021-02-02,14252,11925,2327,1011,675,2.28,1.91,0.37,1078
"Malta","MLT","Europe",2021-02-02,30252,25361,4891,1250,1126,6.85,5.74,1.11,2550
"Mexico","MEX","Americas",2021-02-02,677539,631791,45748,2337,3603,0.53,0.49,0.04,28
"Norway","NOR","Europe",2021-02-02,139444,115423,24021,9498,7555,2.57,2.13,0.44,1394
"Poland","POL","Europe",2021-02-02,1342435,1053245,289190,110719,62425,3.55,2.78,0.76,1649
"Portugal","PRT","Europe",2021-02-02,342119,271424,70695,3553,11231,3.36,2.66,0.69,1101
"Romania","ROU","Europe",2021-02-02,748732,610384,138348,27548,31479,3.89,3.17,0.72,1636
"Slovakia","SVK","Europe",2021-02-02,173232,157342,15890,12257,7775,3.17,2.88,0.29,1424
"Slovenia","SVN","Europe",2021-02-02,82432,54710,27722,1113,2428,3.97,2.63,1.33,1168
"Spain","ESP","Europe",2021-02-02,1764778,1265800,498978,91724,58331,3.77,2.71,1.07,1248
"United Kingdom","GBR","Europe",2021-02-02,10520433,10021471,498962,376922,411699,15.5,14.76,0.73,6065
"United States","USA","Americas",2021-02-02,32780860,26440836,6064792,558458,1319981,9.8,7.91,1.81,3947
"Austria","AUT","Europe",2021-02-01,261098,236220,24878,4621,7259,2.9,2.62,0.28,806
"Belgium","BEL","Europe",2021-02-01,343368,314336,29032,7677,12287,2.96,2.71,0.25,1060
"Bulgaria","BGR","Europe",2021-02-01,42634,28978,13656,1509,2262,0.61,0.42,0.2,326
"Canada","CAN","Americas",2021-02-01,975492,859175,116317,18263,19363,2.58,2.28,0.31,513
"Chile","CHL","Americas",2021-02-01,67428,57023,10405,0,94,0.35,0.3,0.05,5
"Czechia","CZE","Europe",2021-02-01,290556,243029,47527,11792,10052,2.71,2.27,0.44,939
"Denmark","DNK","Europe",2021-02-01,282050,185583,96467,8638,10070,4.87,3.2,1.67,1739
"Estonia","EST","Europe",2021-02-01,38594,28186,10408,539,1781,2.91,2.12,0.78,1343
"France","FRA","Europe",2021-02-01,1609072,1541079,67993,75442,76290,2.36,2.26,0.1,1119
"Germany","DEU","Europe",2021-02-01,2654646,2000380,654266,121109,96359,3.17,2.39,0.78,1150
"Gibraltar","GIB","Europe",2021-02-01,14299,12974,1325,1013,537,42.44,38.51,3.93,15939
"Hungary","HUN","Europe",2021-02-01,311662,243136,68526,12524,21335,3.23,2.52,0.71,2209
"Indonesia","IDN","Asia",2021-02-01,574938,539532,35406,59257,58997,0.21,0.2,0.01,216
"Israel","ISR","Asia",2021-02-01,5066145,3182376,1883769,117415,149183,58.53,36.77,21.76,17236
"Italy","ITA","Europe",2021-02-01,2096961,1376186,720775,85354,82208,3.47,2.28,1.19,1360
"Lithuania","LTU","Europe",2021-02-01,97127,73209,23918,2882,4090,3.57,2.69,0.88,1502
"Luxembourg","LUX","Europe",2021-02-01,13241,11336,1905,813,670,2.12,1.81,0.3,1070
"Malta","MLT","Europe",2021-02-01,29002,24526,4476,1243,1119,6.57,5.55,1.01,2534
"Mexico","MEX","Americas",2021-02-01,675202,631747,43455,1875,4300,0.52,0.49,0.03,33
"Norway","NOR","Europe",2021-02-01,129946,109069,20877,502,6829,2.4,2.01,0.39,1260
"Poland","POL","Europe",2021-02-01,1231716,998587,233129,54812,64961,3.25,2.64,0.62,1716
"Portugal","PRT","Europe",2021-02-01,338566,269814,68752,1795,11838,3.32,2.65,0.67,1161
"Romania","ROU","Europe",2021-02-01,721184,598136,123048,29769,33793,3.75,3.11,0.64,1757
"Slovakia","SVK","Europe",2021-02-01,160975,148530,12445,11760,7056,2.95,2.72,0.23,1292
"Slovenia","SVN","Europe",2021-02-01,81319,54693,26626,53,2531,3.91,2.63,1.28,1217
"Spain","ESP","Europe",2021-02-01,1673054,1254535,418519,63793,54548,3.58,2.68,0.9,1167
"United Kingdom","GBR","Europe",2021-02-01,10143511,9646715,496796,352935,402534,14.94,14.21,0.73,5930
"United States","USA","Americas",2021-02-01,32222402,26023153,5927847,1099103,1355451,9.63,7.78,1.77,4053
"Austria","AUT","Europe",2021-01-31,256477,234650,21827,1351,6811,2.85,2.61,0.24,756
"Belgium","BEL","Europe",2021-01-31,335691,310414,25277,902,12798,2.9,2.68,0.22,1104
"Bulgaria","BGR","Europe",2021-01-31,41125,28041,13084,105,2140,0.59,0.4,0.19,308
"Canada","CAN","Americas",2021-01-31,957229,845339,111890,5017,20111,2.54,2.24,0.3,533
"Chile","CHL","Americas",2021-01-31,67428,57023,10405,0,297,0.35,0.3,0.05,16
"Czechia","CZE","Europe",2021-01-31,278764,239096,39668,1837,10158,2.6,2.23,0.37,949
"Denmark","DNK","Europe",2021-01-31,273412,184833,88579,13502,9231,4.72,3.19,1.53,1594
"Estonia","EST","Europe",2021-01-31,38055,27900,10155,825,1727,2.87,2.1,0.77,1302
"France","FRA","Europe",2021-01-31,1533630,1486493,47137,8253,75666,2.25,2.18,0.07,1110
"Germany","DEU","Europe",2021-01-31,2533537,1941137,592400,57423,92754,3.02,2.32,0.71,1107
"Gibraltar","GIB","Europe",2021-01-31,13286,12886,400,420,421,39.43,38.25,1.19,12496
"Hungary","HUN","Europe",2021-01-31,299138,237872,61266,20308,20434,3.1,2.46,0.63,2115
"Indonesia","IDN","Asia",2021-01-31,515681,493133,22548,12726,52348,0.19,0.18,0.01,191
"Israel","ISR","Asia",2021-01-31,4948730,3100156,1848574,132443,163811,57.17,35.82,21.36,18926
"Italy","ITA","Europe",2021-01-31,2011607,1371854,639753,59350,79823,3.33,2.27,1.06,1320
"Lithuania","LTU","Europe",2021-01-31,94245,72158,22087,8,3686,3.46,2.65,0.81,1354
"Malta","MLT","Europe",2021-01-31,27759,23811,3948,912,1111,6.29,5.39,0.89,2516
"Mexico","MEX","Americas",2021-01-31,673327,631485,41842,3020,6243,0.52,0.49,0.03,48
"Norway","NOR","Europe",2021-01-31,129444,108871,20573,154,6841,2.39,2.01,0.38,1262
"Poland","POL","Europe",2021-01-31,1176904,976367,200537,19973,67061,3.11,2.58,0.53,1772
"Portugal","PRT","Europe",2021-01-31,336771,268386,68385,6538,11582,3.3,2.63,0.67,1136
"Romania","ROU","Europe",2021-01-31,691415,585219,106196,19019,35019,3.59,3.04,0.55,1820
"Slovakia","SVK","Europe",2021-01-31,149215,139679,9536,281,6657,2.73,2.56,0.17,1219
"Slovenia","SVN","Europe",2021-01-31,81266,54670,26596,2,2524,3.91,2.63,1.28,1214
"United Kingdom","GBR","Europe",2021-01-31,9790576,9296367,494209,322194,392361,14.42,13.69,0.73,5780
"United States","USA","Americas",2021-01-31,31123299,25201143,5657142,1545397,1324949,9.31,7.54,1.69,3962
"Argentina","ARG","Americas",2021-01-30,366384,281023,85361,22350,11189,0.81,0.62,0.19,248
"Austria","AUT","Europe",2021-01-30,255126,234296,20830,3665,6795,2.83,2.6,0.23,754
"Belgium","BEL","Europe",2021-01-30,334789,309840,24949,4464,12937,2.89,2.67,0.22,1116
"Bulgaria","BGR","Europe",2021-01-30,41020,27957,13063,215,2129,0.59,0.4,0.19,306
"Canada","CAN","Americas",2021-01-30,952212,842711,109501,15013,21568,2.52,2.23,0.29,571
"Chile","CHL","Americas",2021-01-30,67428,57023,10405,0,297,0.35,0.3,0.05,16
"Czechia","CZE","Europe",2021-01-30,276927,238396,38531,1796,10339,2.59,2.23,0.36,965
"Denmark","DNK","Europe",2021-01-30,259910,183612,76298,14107,8321,4.49,3.17,1.32,1437
"Estonia","EST","Europe",2021-01-30,37230,27633,9597,3211,1647,2.81,2.08,0.72,1242
"Finland","FIN","Europe",2021-01-30,162277,144520,17757,10487,9222,2.93,2.61,0.32,1664
"France","FRA","Europe",2021-01-30,1525377,1479909,45468,30734,75747,2.24,2.17,0.07,1112
"Germany","DEU","Europe",2021-01-30,2476114,1914518,561596,86340,91573,2.96,2.29,0.67,1093
"Greece","GRC","Europe",2021-01-30,271287,232399,38888,17924,15884,2.6,2.23,0.37,1524
"Hungary","HUN","Europe",2021-01-30,278830,222005,56825,30941,17920,2.89,2.3,0.59,1855
"Indonesia","IDN","Asia",2021-01-30,502955,482145,20810,86656,51762,0.18,0.18,0.01,189
"Israel","ISR","Asia",2021-01-30,4816287,3027025,1789262,76924,174776,55.64,34.97,20.67,20192
"Italy","ITA","Europe",2021-01-30,1952257,1369384,582873,89907,76151,3.23,2.26,0.96,1259
"Latvia","LVA","Europe",2021-01-30,23458,17134,6324,308,606,1.24,0.91,0.34,321
"Lithuania","LTU","Europe",2021-01-30,94237,72150,22087,629,3692,3.46,2.65,0.81,1356
"Malta","MLT","Europe",2021-01-30,26847,23391,3456,1025,1131,6.08,5.3,0.78,2561
"Mexico","MEX","Americas",2021-01-30,670307,631298,39009,8090,7363,0.52,0.49,0.03,57
"Norway","NOR","Europe",2021-01-30,129290,108768,20522,320,6828,2.38,2.01,0.38,1259
"Poland","POL","Europe",2021-01-30,1156931,958453,198478,15850,65110,3.06,2.53,0.52,1720
"Portugal","PRT","Europe",2021-01-30,330233,264772,65461,14496,11244,3.24,2.6,0.64,1103
"Romania","ROU","Europe",2021-01-30,672396,571092,101304,25396,36216,3.5,2.97,0.53,1883
"Slovakia","SVK","Europe",2021-01-30,148934,139566,9368,1392,6616,2.73,2.56,0.17,1212
"Slovenia","SVN","Europe",2021-01-30,81264,54670,26594,116,2545,3.91,2.63,1.28,1224
"United Kingdom","GBR","Europe",2021-01-30,9468382,8977329,491053,609010,377914,13.95,13.22,0.72,5567
"United States","USA","Americas",2021-01-30,29577902,24064165,5259693,1693241,1291416,8.84,7.2,1.57,3861
"Argentina","ARG","Americas",2021-01-29,344034,278451,65583,16035,9205,0.76,0.62,0.15,204
"Austria","AUT","Europe",2021-01-29,251461,232968,18493,14918,6716,2.79,2.59,0.21,746
"Belgium","BEL","Europe",2021-01-29,330325,308250,22075,20928,13477,2.85,2.66,0.19,1163
"Bulgaria","BGR","Europe",2021-01-29,40805,27856,12949,3169,2101,0.59,0.4,0.19,302
"Canada","CAN","Americas",2021-01-29,937199,836024,101175,21172,22942,2.48,2.22,0.27,608
"Chile","CHL","Americas",2021-01-29,67428,57023,10405,5,297,0.35,0.3,0.05,16
"Czechia","CZE","Europe",2021-01-29,275131,237679,37452,13953,10672,2.57,2.22,0.35,997
"Denmark","DNK","Europe",2021-01-29,245803,182416,63387,19380,7433,4.24,3.15,1.09,1283
"Estonia","EST","Europe",2021-01-29,34019,26412,7607,2390,1403,2.56,1.99,0.57,1058
"Finland","FIN","Europe",2021-01-29,151790,137551,14239,13467,8647,2.74,2.48,0.26,1561
"France","FRA","Europe",2021-01-29,1494643,1453325,41318,97762,76418,2.19,2.13,0.06,1121
"Germany","DEU","Europe",2021-01-29,2389774,1879231,510543,108457,91434,2.85,2.24,0.61,1091
